Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#14 - >emb|CAH2066547.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223551	338	743	8.42416e-19	89.2211	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#14 - >emb|CAH2066547.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	235410	335	530	9.83102e-06	49.0437	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#14 - >emb|CAH2066547.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	225802	335	581	1.16389e-05	48.9384	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#15 - >emb|CAH2066549.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	445285	244	588	4.96322e-29	119.282	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#15 - >emb|CAH2066549.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223104	240	640	1.44976e-26	113.16	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#15 - >emb|CAH2066549.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223551	240	645	2.01941e-16	81.9023	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#15 - >emb|CAH2066549.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	235410	237	432	3.22307e-05	47.1177	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#15 - >emb|CAH2066549.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	225802	240	483	3.32407e-05	47.0124	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#16 - >emb|CAH2066551.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	445285	168	512	9.67067e-27	112.348	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#16 - >emb|CAH2066551.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223104	164	564	1.64324e-24	106.611	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#16 - >emb|CAH2066551.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223551	164	569	7.84667e-15	76.5095	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#16 - >emb|CAH2066551.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	225802	164	407	6.79686e-05	45.8568	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#16 - >emb|CAH2066551.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	235410	161	356	9.14554e-05	45.5769	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#17 - >emb|CAH2076751.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223104	79	492	8.84098e-22	97.7519	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#17 - >emb|CAH2076751.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	445285	91	444	1.04322e-20	93.8588	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#17 - >emb|CAH2076751.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	225802	78	423	3.44024e-07	52.7903	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#17 - >emb|CAH2076751.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223551	86	495	1.98226e-06	49.9307	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#17 - >emb|CAH2076751.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	235410	109	286	0.00022713	43.6509	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#18 - >emb|CAH2076753.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223104	87	500	1.03631e-21	97.3667	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#18 - >emb|CAH2076753.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	445285	99	452	1.29769e-20	93.4736	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#18 - >emb|CAH2076753.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	225802	86	431	3.438e-07	52.7903	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#18 - >emb|CAH2076753.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223551	94	503	2.01208e-06	49.9307	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#18 - >emb|CAH2076753.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	235410	117	294	0.000236361	43.6509	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#19 - >emb|CAH2066545.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	445285	261	561	0.0006565	42.242	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#20 - >emb|CAH2066543.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	445285	161	488	1.56967e-06	51.4868	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#20 - >emb|CAH2066543.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223104	83	375	7.03337e-06	49.6019	cl42993	NhaP superfamily	C	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#20 - >emb|CAH2066543.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	235410	147	337	0.000315089	44.8065	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#21 - >emb|CAH2066543.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	445285	161	488	1.56967e-06	51.4868	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#21 - >emb|CAH2066543.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223104	83	375	7.03337e-06	49.6019	cl42993	NhaP superfamily	C	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#21 - >emb|CAH2066543.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	235410	147	337	0.000315089	44.8065	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#22 - >emb|CAH2066541.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	445285	161	488	2.41552e-06	51.1016	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#22 - >emb|CAH2066541.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	223104	83	375	1.02299e-05	49.2167	cl42993	NhaP superfamily	C	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#22 - >emb|CAH2066541.1|[unnamed protein product, partial [Iphiclides podalirius]]	superfamily	235410	147	337	0.000394631	44.4213	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
