"","Query","Hit type","PSSM-ID","From","To","E-Value","Bitscore","Accession","Short name","Incomplete","Superfamily","Definition"
"291","Q#271 - KAH7644190.1[sodium/hydrogen exchanger 9b2-like [Dermatophagoides farinae]]","superfamily",223104,14,414,2.67556e-22,98.9075,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"292","Q#272 - KAF7496482.1[Sodium/hydrogen exchanger 9B2 [Sarcoptes scabiei]]","superfamily",223104,42,440,2.85659e-21,95.8259,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"293","Q#273 - >gb|KAF0289584.1|[Sodium/hydrogen exchanger 9B2 [Amphibalanus amphitrite]]","superfamily",223104,168,575,1.16903e-15,79.2623,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"294","Q#273 - >gb|KAF0289584.1|[Sodium/hydrogen exchanger 9B2 [Amphibalanus amphitrite]]","superfamily",225802,177,283,0.000432661,43.1604,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"295","Q#275 - >gb|KAH0956584.1|[hypothetical protein HN011_004236 [Eciton burchellii]]","superfamily",223104,180,571,2.60136e-24,105.841,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"296","Q#275 - >gb|KAH0956584.1|[hypothetical protein HN011_004236 [Eciton burchellii]]","superfamily",225802,180,307,0.00036274,43.5456,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"297","Q#276 - >gb|ROT75079.1|[putative mitochondrial sodium/hydrogen exchanger 9B2-like [Penaeus vannamei]]","superfamily",223104,97,468,9.30205e-20,91.2035,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"298","Q#276 - >gb|ROT75079.1|[putative mitochondrial sodium/hydrogen exchanger 9B2-like [Penaeus vannamei]]","superfamily",225802,124,409,0.000173159,43.9308,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"299","Q#277 - >gb|ROT78782.1|[hypothetical protein C7M84_002503 [Penaeus vannamei]]","superfamily",223104,25,298,8.99464e-09,55.7651,"cl42993","NhaP superfamily","N"," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"300","Q#279 - >gb|KAJ1530432.1|[hypothetical protein ONE63_005339 [Megalurothrips usitatus]]","superfamily",223104,109,540,2.94241e-15,77.7215,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"301","Q#280 - >gb|KAJ1530721.1|[hypothetical protein ONE63_005582 [Megalurothrips usitatus]]","superfamily",223104,164,516,1.04544e-14,76.5659,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"302","Q#282 - >gb|PZC78836.1|[hypothetical protein B5X24_HaOG217162 [Helicoverpa armigera]]","superfamily",223104,294,699,3.09666e-27,115.086,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"303","Q#282 - >gb|PZC78836.1|[hypothetical protein B5X24_HaOG217162 [Helicoverpa armigera]]","superfamily",225802,294,635,4.48257e-07,53.1755,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"304","Q#283 - >gb|PZC83667.1|[hypothetical protein B5X24_HaOG207194 [Helicoverpa armigera]]","superfamily",223104,22,432,1.08526e-18,87.7367,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"305","Q#283 - >gb|PZC83667.1|[hypothetical protein B5X24_HaOG207194 [Helicoverpa armigera]]","superfamily",225802,24,361,1.03226e-05,47.7828,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"306","Q#284 - OQV21679.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",223104,215,617,4.13945e-28,117.397,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"307","Q#284 - OQV21679.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",225802,216,638,4.49867e-07,52.7903,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"308","Q#285 - GAU88015.1[hypothetical protein RvY_00788 [Ramazzottius varieornatus]]","superfamily",223104,72,485,4.85144e-31,125.101,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"309","Q#285 - GAU88015.1[hypothetical protein RvY_00788 [Ramazzottius varieornatus]]","superfamily",225802,79,289,0.000190158,44.316,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"310","Q#286 - OWA52319.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",223104,73,478,1.86153e-28,117.397,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"311","Q#286 - OWA52319.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",225802,80,333,4.49428e-05,46.242,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"312","Q#287 - OQV23204.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",223104,180,591,7.1919e-27,113.545,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"313","Q#287 - OQV23204.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",225802,164,504,1.86245e-05,47.7828,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"314","Q#288 - GAV01214.1[hypothetical protein RvY_11958-1 [Ramazzottius varieornatus]]","superfamily",223104,158,561,3.41534e-20,93.5147,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"315","Q#288 - GAV01214.1[hypothetical protein RvY_11958-1 [Ramazzottius varieornatus]]","superfamily",225802,212,495,0.000778698,42.39,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"316","Q#289 - GAU92661.1[hypothetical protein RvY_04710 [Ramazzottius varieornatus]]","superfamily",223104,117,477,1.08086e-21,97.7519,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"317","Q#289 - GAU92661.1[hypothetical protein RvY_04710 [Ramazzottius varieornatus]]","superfamily",225802,144,457,8.85775e-05,45.4716,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"318","Q#290 - OQV26214.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",223104,180,593,9.20697e-22,98.5223,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"319","Q#290 - OQV26214.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",225802,242,527,0.0006781,42.7752,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
"320","Q#291 - GAV01898.1[hypothetical protein RvY_12535-1 [Ramazzottius varieornatus]]","superfamily",223104,133,476,4.72284e-16,80.4179,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"321","Q#292 - OQV23203.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",223104,125,474,4.02365e-13,71.1731,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"322","Q#293 - OQV23203.1[Mitochondrial sodium/hydrogen exchanger 9B2 [Hypsibius exemplaris]]","superfamily",223104,125,474,4.02365e-13,71.1731,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"323","Q#294 - GAV01215.1[hypothetical protein RvY_11958-2 [Ramazzottius varieornatus]]","superfamily",223104,158,332,4.42272e-08,54.2243,"cl42993","NhaP superfamily","C"," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"324","Q#295 - GAV01897.1[hypothetical protein RvY_12535-2 [Ramazzottius varieornatus]]","superfamily",223104,242,423,1.19549e-10,63.0839,"cl42993","NhaP superfamily","C"," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"325","Q#296 - GAU88122.1[hypothetical protein RvY_00875 [Ramazzottius varieornatus]]","superfamily",223104,70,476,8.29043e-25,106.611,"cl42993","NhaP superfamily"," - "," - ","NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism]."
"326","Q#296 - GAU88122.1[hypothetical protein RvY_00875 [Ramazzottius varieornatus]]","superfamily",225802,77,312,0.000151937,44.316,"cl34572","NhaP2 superfamily","C"," - ","NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism]."
